formula,MASS_MEAN,MASS_STD,MASS_MIN,ATOMIC_RADII_MEAN,ATOMIC_RADII_STD,ATOMIC_RADII_MAX,ELECTRON_NEG_MEAN,ELECTRON_NEG_MIN,IONIZATION_ENERGIES_MEAN,IONIZATION_ENERGIES_STD,IONIZATION_ENERGIES_MIN,ELECTRON_AFFINITIES_MEAN,ELECTRON_AFFINITIES_STD,ELECTRON_AFFINITIES_MIN,IONIC_RADII_MEAN,IONIC_RADII_STD,IONIC_RADII_MIN,VALENCE_MEAN,VALENCE_STD,VALENCE_MIN,VALENCE_MODE,SHELL_STD,SHELL_MAX,SHELL_MODE,S_E_MEAN,S_E_STD,S_E_MAX,P_E_MEAN,P_E_MIN,BLOCK_MEAN,BLOCK_STD,BLOCK_MAX,S_UNFILLED_MEAN,S_UNFILLED_STD,S_UNFILLED_MODE,P_UNFILLED_MEAN,P_UNFILLED_STD,P_UNFILLED_MIN,P_UNFILLED_MODE,D_UNFILLED_MEAN,D_UNFILLED_STD,D_UNFILLED_MIN,D_UNFILLED_MODE,MAX_OXIDATION_STATE_MEAN,MAX_OXIDATION_STATE_STD,MAX_OXIDATION_STATE_MAX,MAX_OXIDATION_STATE_MIN,MELTING_POINT_MEAN,MELTING_POINT_STD,MELTING_POINT_MAX,MENDELEEV_NO_MEAN,MENDELEEV_NO_MAX,MENDELEEV_NO_MODE,MOLAR_VOLUME_MIN,MOLAR_VOLUME_MODE,BOILING_POINT_RANGE,ELEMENT_NUM,L2_NORM,N_ATOMS,SPACE_GROUP,GAMMA,A,C,VOLUME_PER_ATOM,DENSITY,DISTANCE_STD,DISTANCE_MAX
AgTe2Tl_119.vasp,141.86287,36.984123,107.8682,1.575,0.20463382,1.9,1.9374999,1.62,19.778175,1.2359265,18.6,1.3915694,0.6758188,0.3200532,1.2514583,0.09647675,1.0866667,2.5,1.5,1.0,1.0,0.4330127,6.0,5.0,1.75,0.4330127,2.0,2.25,0.0,1.25,0.4330127,2.0,0.25,0.4330127,0.0,2.25,1.7853571,0.0,2.0,0.0,0.0,0.0,0.0,4.5,1.5,6.0,3.0,814.3125,250.01836,1234.93,83.25,92.0,92.0,10.27,20.46,1174.0,3.0,0.61237246,4.0,119.0,29.739927,9.834533,9.834533,30.271908,7.7817645,0.3217859,3.56919
AgTe2Y_156.vasp,112.993515,16.071583,88.90585,1.5500001,0.16583124,1.8,1.8375,1.22,17.727,3.3885734,12.2236,1.3883362,0.68094903,0.30712,1.1783333,0.11617753,1.04,2.5,1.5,1.0,1.0,0.0,5.0,5.0,1.75,0.4330127,2.0,2.0,0.0,1.5,0.5,2.0,0.25,0.4330127,0.0,1.0,1.0,0.0,0.0,2.25,3.8971143,0.0,0.0,4.5,1.5,6.0,3.0,1119.8125,444.41196,1799.0,70.0,92.0,92.0,10.27,20.46,2348.0,3.0,0.61237246,4.0,156.0,120.0,4.4796195,7.326882,31.832598,5.8942766,0.12384917,3.0537586
AgTe3_229.vasp,122.66705,8.544119,107.8682,1.45,0.08660256,1.6,2.0575,1.93,19.3211,1.2489816,18.6,1.804275,0.28856084,1.304473,1.2416667,0.08948926,1.0866667,3.25,1.299038,1.0,4.0,0.0,5.0,5.0,1.75,0.4330127,2.0,3.0,0.0,1.25,0.4330127,2.0,0.25,0.4330127,0.0,1.5,0.8660254,0.0,2.0,0.0,0.0,0.0,0.0,5.25,1.299038,6.0,3.0,850.7275,221.81944,1234.93,86.75,92.0,92.0,10.27,20.46,1174.0,2.0,0.7905694,4.0,160.0,109.43135,5.286233,5.286233,28.470592,7.15452,3.8208907e-07,3.0478327
AgTi2_139.vasp,67.8674,28.284838,47.867,1.4666667,0.09428093,1.6,1.67,1.54,16.2118,3.7282915,13.5755,0.48518768,0.5793223,0.075545,0.93,0.11078007,0.8516667,1.6666666,0.4714045,1.0,2.0,0.47140452,5.0,4.0,1.6666666,0.4714045,2.0,0.0,0.0,2.0,0.0,2.0,0.33333334,0.4714045,0.0,0.0,0.0,0.0,0.0,5.3333335,3.7712362,0.0,8.0,3.6666667,0.4714045,4.0,3.0,1705.6434,332.84454,1941.0,57.666668,71.0,51.0,10.27,10.64,1125.0,2.0,0.74535596,3.0,139.0,38.812634,6.2680717,6.2680717,17.09533,6.5922375,0.055225816,2.9068828
AgTi3_221.vasp,62.867302,25.981283,47.867,1.4499999,0.08660256,1.6,1.6374999,1.54,15.552725,3.4246542,13.5755,0.382777,0.53214145,0.075545,0.9104167,0.10175799,0.8516667,1.75,0.4330127,1.0,2.0,0.4330127,5.0,4.0,1.75,0.4330127,2.0,0.0,0.0,2.0,0.0,2.0,0.25,0.4330127,0.0,0.0,0.0,0.0,0.0,6.0,3.4641016,0.0,8.0,3.75,0.4330127,4.0,3.0,1764.4825,305.73724,1941.0,56.0,71.0,51.0,10.27,10.64,1125.0,2.0,0.7905694,4.0,221.0,90.0,4.098807,4.098807,17.215214,6.064032,0.0,2.8982942
AgTi_123.vasp,77.8676,30.0006,47.867,1.5,0.100000024,1.6,1.7349999,1.54,17.52995,3.9544501,13.5755,0.690009,0.61446404,0.075545,0.9691667,0.11750001,0.8516667,1.5,0.5,1.0,1.0,0.5,5.0,4.0,1.5,0.5,2.0,0.0,0.0,2.0,0.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,3.5,0.5,4.0,3.0,1587.9651,353.03497,1941.0,61.0,71.0,51.0,10.27,10.27,1125.0,2.0,0.70710677,2.0,123.0,90.0,2.888812,4.171676,17.406807,7.428254,0.0,2.888812
AgTl3_221.vasp,180.25453,41.792263,107.8682,1.8249999,0.1299038,1.9,1.6975,1.62,20.692326,0.45730427,20.4283,0.5661582,0.4262663,0.3200532,1.2710416,0.10644893,1.0866667,1.0,0.0,1.0,1.0,0.4330127,6.0,6.0,1.75,0.4330127,2.0,0.75,0.0,1.25,0.4330127,2.0,0.25,0.4330127,0.0,3.75,2.1650636,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,741.48254,284.89206,1234.93,76.25,78.0,78.0,10.27,17.22,689.0,2.0,0.7905694,4.0,221.0,90.0,4.810103,4.810103,27.822948,10.758015,0.0,3.4012566
AgTlY2_225.vasp,122.5158,47.895973,88.90585,1.775,0.10897245,1.9,1.4975,1.22,16.589975,4.382311,12.2236,0.55969155,0.43003222,0.30712,1.1247916,0.121424384,1.04,1.0,0.0,1.0,1.0,0.4330127,6.0,5.0,1.75,0.4330127,2.0,0.25,0.0,1.75,0.4330127,2.0,0.25,0.4330127,0.0,1.25,2.1650636,0.0,0.0,4.5,4.5,0.0,0.0,3.0,0.0,3.0,3.0,1352.4825,503.4748,1799.0,49.75,78.0,25.0,10.27,19.88,1863.0,3.0,0.61237246,4.0,225.0,60.000027,5.2456346,5.245634,25.516394,7.9730024,6.617299e-06,3.2122722
AgY2Zn_225.vasp,87.772224,15.054338,65.409,1.6374999,0.18498307,1.8,1.505,1.22,15.973997,3.9514918,12.2236,0.32467824,0.6806305,-0.62,1.0116667,0.07836879,0.88,3.25,3.8971143,1.0,1.0,0.4330127,5.0,5.0,1.75,0.4330127,2.0,0.0,0.0,2.0,0.0,2.0,0.25,0.4330127,0.0,0.0,0.0,0.0,0.0,4.5,4.5,0.0,0.0,2.75,0.4330127,3.0,2.0,1381.4026,459.50195,1799.0,49.25,76.0,25.0,9.16,19.88,2429.0,3.0,0.61237246,4.0,225.0,60.0,5.0953074,5.0953074,23.384935,6.232611,0.0,3.1202257
AgY_221.vasp,98.387024,9.481174,88.90585,1.7,0.099999964,1.8,1.575,1.22,16.854,4.6303997,12.2236,0.8057965,0.49867654,0.30712,1.0633333,0.02333337,1.04,1.0,0.0,1.0,1.0,0.0,5.0,5.0,1.5,0.5,2.0,0.0,0.0,2.0,0.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,4.5,4.5,0.0,0.0,3.0,0.0,3.0,3.0,1516.9651,282.03497,1799.0,48.0,71.0,25.0,10.27,10.27,1174.0,2.0,0.70710677,2.0,221.0,90.0,3.6250505,3.6250505,23.818378,6.85922,3.1401849000000005e-16,3.139386
AgZn3_187.vasp,76.023796,18.385376,65.409,1.4125,0.10825317,1.6,1.7199999,1.65,18.844393,1.524209,17.96439,-0.13888174,0.8333213,-0.62,0.9316666,0.08948931,0.88,7.75,3.8971143,1.0,10.0,0.4330127,5.0,4.0,1.75,0.4330127,2.0,0.0,0.0,2.0,0.0,2.0,0.25,0.4330127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.4330127,3.0,2.0,828.24255,234.80116,1234.93,74.75,76.0,76.0,9.16,9.16,1255.0,2.0,0.7905694,4.0,187.0,120.0,2.8470092,8.558413,15.019019,8.4053755,0.039942116,2.744449
AgZn_221.vasp,86.638596,21.229603,65.409,1.475,0.125,1.6,1.79,1.65,19.724396,1.760005,17.96439,0.34223652,0.9622365,-0.62,0.98333335,0.103333354,0.88,5.5,4.5,1.0,1.0,0.5,5.0,4.0,1.5,0.5,2.0,0.0,0.0,2.0,0.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.5,3.0,2.0,963.80505,271.12503,1234.93,73.5,76.0,71.0,9.16,9.16,1255.0,2.0,0.70710677,2.0,221.0,90.0,3.142336,3.142336,15.514145,9.273265,0.0,2.7213428
AgZr2_139.vasp,96.772064,7.8461523,91.224,1.5666666,0.02357026,1.6,1.5300001,1.33,15.9148,3.9383018,13.13,0.72368366,0.4106801,0.433289,0.93555564,0.1068517,0.86,1.6666666,0.4714045,1.0,2.0,0.0,5.0,5.0,1.6666666,0.4714045,2.0,0.0,0.0,2.0,0.0,2.0,0.33333334,0.4714045,0.0,0.0,0.0,0.0,0.0,5.3333335,3.7712362,0.0,8.0,3.6666667,0.4714045,4.0,3.0,1830.31,420.9972,2128.0,56.333332,71.0,49.0,10.27,14.02,2247.0,2.0,0.74535596,3.0,139.0,90.0,3.2529101,6.4630837,21.303682,7.5430055,0.0,3.0251265
AgZr3_221.vasp,95.38505,7.2071514,91.224,1.5624999,0.021650666,1.6,1.48,1.33,15.218599,3.617561,13.13,0.651085,0.37723377,0.433289,0.9166666,0.09814955,0.86,1.75,0.4330127,1.0,2.0,0.0,5.0,5.0,1.75,0.4330127,2.0,0.0,0.0,2.0,0.0,2.0,0.25,0.4330127,0.0,0.0,0.0,0.0,0.0,6.0,3.4641016,0.0,8.0,3.75,0.4330127,4.0,3.0,1904.7325,386.71063,2128.0,54.5,71.0,49.0,10.27,14.02,2247.0,2.0,0.7905694,4.0,221.0,90.0,4.416495,4.416495,21.536406,7.3545513,2.220446e-16,3.1229336
Al2As2_186.vasp,50.95157,23.970032,26.981539,1.2,0.050000012,1.25,1.895,1.61,18.708874,0.11967563,18.5892,0.6188275,0.1859925,0.432835,0.6675,0.007499993,0.66,2.0,1.0,1.0,1.0,0.5,4.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,3.0,1011.735,78.265015,1090.0,84.5,89.0,80.0,10.0,10.0,1905.0,2.0,0.70710677,4.0,186.0,120.0,4.002394,6.577805,22.813469,3.7086456,1.1322098e-15,2.4535134
Al2Au2Li2_194.vasp,76.963036,85.24882,6.941,1.35,0.081649676,1.45,1.71,0.98,38.223885,26.46321,18.82855,1.1198314,0.8439874,0.432835,0.88166666,0.16177833,0.675,1.0,0.0,1.0,1.0,1.6996732,6.0,2.0,1.3333334,0.47140452,2.0,0.33333334,0.0,1.0,0.8164966,2.0,0.6666667,0.4714045,1.0,1.6666666,2.3570228,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.6329932,5.0,1.0,908.1633,361.18805,1337.33,54.0,80.0,12.0,10.0,10.0,1514.0,3.0,0.57735026,6.0,194.0,120.00001,4.3678327,5.539757,15.254642,8.377787,0.1169611,2.7698784
Al2Au2O4_194.vasp,63.986725,76.906746,15.9994,0.95,0.35178116,1.35,2.7575002,1.61,27.318447,7.81779,18.82855,1.415914,0.66472465,0.432835,1.0662501,0.23883505,0.675,2.5,1.5,1.0,1.0,1.6393596,6.0,2.0,1.75,0.4330127,2.0,2.25,0.0,1.25,0.4330127,2.0,0.25,0.4330127,0.0,2.25,1.7853571,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.2247449,5.0,2.0,595.1,558.84875,1337.33,88.0,101.0,101.0,10.0,17.36,3038.8,3.0,0.61237246,8.0,194.0,119.99999,2.89769,12.217813,11.105497,9.567555,0.08433056,2.1139662
Al2Au2Ti2_194.vasp,90.605034,75.69074,26.981539,1.3333334,0.062360954,1.4,1.8966666,1.54,17.535683,2.8559372,13.5755,0.9389968,0.9793858,0.075545,0.8655556,0.16155687,0.675,1.3333334,0.47140452,1.0,1.0,1.2472191,6.0,3.0,1.6666666,0.47140452,2.0,0.33333334,0.0,1.6666666,0.47140452,2.0,0.33333334,0.4714045,0.0,1.6666666,2.3570228,0.0,0.0,2.6666667,3.7712362,0.0,0.0,4.0,0.8164966,5.0,3.0,1403.9332,414.00983,1941.0,67.0,80.0,51.0,10.0,10.0,768.0,3.0,0.57735026,6.0,194.0,119.99999,4.399931,5.8433657,16.328043,9.214405,0.17978634,2.9216828
Al2Au6_194.vasp,154.4703,73.605675,26.981539,1.325,0.04330128,1.35,2.3075,1.61,19.859386,0.59515375,18.82855,1.8396664,0.8122345,0.432835,0.97125006,0.17104003,0.675,1.0,0.0,1.0,1.0,1.299038,6.0,6.0,1.25,0.4330127,2.0,0.25,0.0,1.75,0.4330127,2.0,0.75,0.4330127,1.0,1.25,2.1650636,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.8660254,5.0,3.0,1236.365,174.8765,1337.33,72.5,80.0,70.0,10.0,10.21,337.0,2.0,0.7905694,8.0,194.0,120.0,5.7952867,4.608811,16.756348,15.307869,2.9067912e-06,2.824145
Al2AuLi_225.vasp,64.46766,76.93454,6.941,1.325,0.08291564,1.45,1.6850001,0.98,33.37505,24.408188,18.82855,0.9480823,0.78913206,0.432835,0.83000004,0.16624531,0.675,1.0,0.0,1.0,1.0,1.5,6.0,3.0,1.5,0.5,2.0,0.5,0.0,1.0,0.70710677,2.0,0.5,0.5,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.4142135,5.0,1.0,914.49,312.98993,1337.33,60.5,80.0,80.0,10.0,10.0,1514.0,3.0,0.61237246,4.0,225.0,60.0,4.377152,4.377152,14.825179,7.2208953,7.021667e-16,2.6804473
Al2Au_225.vasp,83.64321,80.131714,26.981539,1.2833333,0.047140464,1.35,1.9200001,1.61,19.2867,0.6479214,18.82855,1.0580934,0.8842489,0.432835,0.8066667,0.1862048,0.675,1.0,0.0,1.0,1.0,1.4142135,6.0,3.0,1.6666666,0.4714045,2.0,0.6666667,0.0,1.3333334,0.4714045,2.0,0.33333334,0.4714045,0.0,3.3333333,2.3570228,0.0,5.0,0.0,0.0,0.0,0.0,3.6666667,0.942809,5.0,3.0,1068.09,190.38142,1337.33,76.666664,80.0,80.0,10.0,10.0,337.0,2.0,0.74535596,3.0,225.0,59.999985,4.2459426,4.245943,18.042057,7.6982813,0.0,2.6000977
Al2B2CrMo_38.vasp,37.25353,29.639185,10.811,1.1750001,0.24109127,1.45,1.8533334,1.61,20.102179,3.717485,16.16,0.47471464,0.17996395,0.27972326,0.64750004,0.18979704,0.41,0.6666667,0.47140452,0.0,1.0,1.0671873,5.0,2.0,1.6666666,0.47140452,2.0,0.6666667,0.0,1.3333334,0.47140452,2.0,0.33333334,0.4714045,0.0,3.3333333,2.3570228,0.0,5.0,1.6666666,2.3570228,0.0,0.0,4.0,1.4142135,6.0,3.0,1940.1566,745.24084,2896.0,74.166664,86.0,80.0,4.39,4.39,2120.0,4.0,0.52704626,6.0,38.0,154.50565,7.1110435,3.058923,11.096308,5.574912,0.24439812,2.3670425
Al2B2Mo2_63.vasp,44.577515,36.91387,10.811,1.1833333,0.24944383,1.45,1.9366666,1.61,20.047796,3.7719722,16.16,0.4866294,0.1946525,0.27972326,0.62000006,0.15400216,0.41,0.6666667,0.4714045,0.0,1.0,1.2472192,5.0,2.0,1.6666666,0.47140452,2.0,0.6666667,0.0,1.3333334,0.47140452,2.0,0.33333334,0.4714045,0.0,3.3333333,2.3570228,0.0,5.0,1.6666666,2.3570228,0.0,0.0,4.0,1.4142135,6.0,3.0,2059.49,826.93933,2896.0,74.0,86.0,56.0,4.39,4.39,2120.0,3.0,0.57735026,6.0,63.0,90.0,3.2057214,7.1662917,11.555681,6.405741,0.24469528,2.3515434
Al2B2O6_167.vasp,17.158148,5.3068514,10.811,0.78,0.25416532,1.25,2.7940001,1.61,29.869349,6.7360115,18.82855,1.0191748,0.5434134,0.27972326,0.97300005,0.361353,0.41,2.8,1.4696939,1.0,4.0,0.4,3.0,2.0,2.0,0.0,2.0,2.8,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.2,1.4696939,2.0,2.0,0.0,0.0,0.0,0.0,2.4,0.48989797,3.0,2.0,689.37396,896.88275,2349.0,93.8,101.0,101.0,4.39,17.36,4109.8,3.0,0.66332495,10.0,167.0,50.160915,5.314436,5.314436,8.146986,3.4972165,0.22309278,1.9449866
Al2B2Ru3_65.vasp,54.113583,41.122185,10.811,1.1571429,0.19535418,1.3,1.9857142,1.61,19.749538,3.5242593,16.76,0.6520377,0.34638116,0.27972326,0.5932857,0.116064906,0.41,0.5714286,0.49487168,0.0,1.0,1.2936264,5.0,5.0,1.5714285,0.49487168,2.0,0.5714286,0.0,1.4285715,0.49487168,2.0,0.42857143,0.49487165,0.0,2.857143,2.4743583,0.0,5.0,1.2857143,1.484615,0.0,0.0,5.142857,2.4743583,8.0,3.0,2055.1343,717.4004,2607.0,74.0,86.0,62.0,4.39,8.17,1631.0,3.0,0.58901507,7.0,65.0,160.65096,9.041755,2.942621,11.386549,7.891567,0.30263847,2.5413723
Al2B2W2_63.vasp,73.87751,78.03496,10.811,1.15,0.2160247,1.35,2.0033333,1.61,20.117796,3.7004433,16.37,0.50960875,0.22567044,0.27972326,0.61722225,0.15123157,0.41,2.0,1.4142135,1.0,1.0,1.6996732,6.0,2.0,2.0,0.0,2.0,0.6666667,0.0,1.3333334,0.47140452,2.0,0.0,0.0,0.0,3.3333333,2.3570228,0.0,5.0,2.0,2.828427,0.0,0.0,4.0,1.4142135,6.0,3.0,2325.8232,1127.509,3695.0,73.666664,86.0,55.0,4.39,4.39,3036.0,3.0,0.57735026,6.0,63.0,154.0557,7.1409416,3.1044452,11.54301,10.627774,0.24017727,2.3631043
Al2Ba2F2Ge2_129.vasp,63.986732,47.029266,18.998404,1.2875,0.5845672,2.15,2.1225,0.89,19.934448,9.24569,10.003826,1.3028319,1.2753787,0.144626,0.90999997,0.33661923,0.675,2.5,1.5,1.0,2.0,1.47902,6.0,2.0,2.0,0.0,2.0,2.0,0.0,0.75,0.4330127,1.0,0.0,0.0,0.0,2.5,2.0615528,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.8708287,4.0,-1.0,799.6,442.79822,1211.4,70.0,102.0,14.0,10.0,10.0,3007.97,4.0,0.5,8.0,129.0,90.0,4.285842,9.921612,22.78057,4.664171,0.009812888,2.6642444
Al2Ba3Ge2_71.vasp,87.317726,46.62091,26.981539,1.6357144,0.44538453,2.15,1.4157144,0.89,14.219686,3.8113666,10.003826,0.5378429,0.4553647,0.144626,1.0514287,0.3815075,0.675,1.7142857,0.45175394,1.0,2.0,1.2936264,6.0,6.0,2.0,0.0,2.0,0.85714287,0.0,0.5714286,0.49487165,1.0,0.0,0.0,0.0,2.5714285,2.2587698,0.0,0.0,0.0,0.0,0.0,0.0,2.857143,0.83299315,4.0,2.0,1041.3914,110.995285,1211.4,52.857143,84.0,14.0,10.0,38.16,950.0,3.0,0.58901507,7.0,12.0,90.0,5.1814094,10.558284,32.290356,4.4903345,0.4803528,3.6208491
Al2Ba3Si2_71.vasp,74.58787,54.33528,26.981539,1.5928574,0.48581937,2.15,1.3842858,0.89,14.337182,3.8683364,10.003826,0.5826558,0.5240729,0.144626,0.9857144,0.43969494,0.54,1.7142857,0.45175394,1.0,2.0,1.484615,6.0,3.0,2.0,0.0,2.0,0.85714287,0.0,0.5714286,0.49487165,1.0,0.0,0.0,0.0,2.5714285,2.2587698,0.0,0.0,0.0,0.0,0.0,0.0,2.857143,0.83299315,4.0,2.0,1177.2771,323.5518,1687.0,53.142857,85.0,14.0,10.0,38.16,1030.0,3.0,0.58901507,7.0,71.0,90.0,5.1683736,10.532709,31.831245,3.8910217,0.49502987,3.6087701
Al2Ba3Sn2_71.vasp,100.48058,47.11963,26.981539,1.6928571,0.40304965,2.15,1.4014286,0.89,13.847817,3.687381,10.003826,0.50338405,0.4030374,0.144626,1.0685714,0.36963993,0.675,1.7142857,0.45175394,1.0,2.0,1.2453996,6.0,6.0,2.0,0.0,2.0,0.85714287,0.0,0.5714286,0.49487165,1.0,0.0,0.0,0.0,2.5714285,2.2587698,0.0,0.0,0.0,0.0,0.0,0.0,2.857143,0.83299315,4.0,2.0,839.58575,213.34576,1000.0,52.57143,83.0,14.0,10.0,38.16,732.0,3.0,0.58901507,7.0,71.0,89.99999,5.301763,10.938014,36.253548,4.6023617,0.5089008,3.7408116
Al2BaGa2_139.vasp,66.14721,40.3981,26.981539,1.45,0.3507136,2.15,1.546,0.89,17.738241,3.9400775,10.003826,0.32253963,0.10667152,0.144626,0.8719999,0.31132942,0.675,1.2,0.4,1.0,1.0,1.0954452,6.0,3.0,2.0,0.0,2.0,0.8,0.0,0.8,0.40000004,1.0,0.0,0.0,0.0,4.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,2.8,0.4,3.0,2.0,694.55194,320.6958,1000.0,67.2,81.0,80.0,10.0,10.0,649.0,3.0,0.6,5.0,139.0,59.57832,6.4073296,6.4073296,22.53828,4.8734875,0.31179416,3.452925
Al2BaGe2_139.vasp,67.31401,40.52645,26.981539,1.4300001,0.36,2.15,1.626,0.89,15.906029,3.222418,10.003826,0.69512975,0.4513456,0.144626,0.87600005,0.3099258,0.675,1.6,0.48989794,1.0,2.0,1.0954452,6.0,3.0,2.0,0.0,2.0,1.2,0.0,0.8,0.40000004,1.0,0.0,0.0,0.0,3.6,1.8547237,0.0,4.0,0.0,0.0,0.0,0.0,3.2,0.7483314,4.0,2.0,1057.948,127.62647,1211.4,68.4,84.0,80.0,10.0,10.0,950.0,3.0,0.6,5.0,139.0,90.0,4.1678767,7.4958344,23.945023,4.6680913,0.37362954,3.5172184
Al2BaSi2_139.vasp,49.49221,43.920166,26.981539,1.37,0.39572722,2.15,1.582,0.89,16.070524,3.2301657,10.003826,0.7578677,0.52637064,0.144626,0.784,0.35812566,0.54,1.6,0.48989794,1.0,2.0,1.1999999,6.0,3.0,2.0,0.0,2.0,1.2,0.0,0.8,0.40000004,1.0,0.0,0.0,0.0,3.6,1.8547237,0.0,4.0,0.0,0.0,0.0,0.0,3.2,0.7483314,4.0,2.0,1248.188,359.11118,1687.0,68.8,85.0,80.0,10.0,10.0,1030.0,3.0,0.6,5.0,139.0,89.99999,4.1367936,7.392701,23.237364,3.5367074,0.38399076,3.499597
Al2BaTe4_97.vasp,100.24144,46.450165,26.981539,1.4642857,0.28749445,2.15,1.7871429,0.89,17.437275,3.0363317,10.003826,1.2705427,0.81355155,0.144626,1.1447618,0.30445167,0.675,2.857143,1.3552618,1.0,4.0,1.0497813,6.0,5.0,2.0,0.0,2.0,2.5714285,0.0,0.85714287,0.3499271,1.0,0.0,0.0,0.0,2.5714285,1.6781914,0.0,2.0,0.0,0.0,0.0,0.0,4.571429,1.6781914,6.0,2.0,822.5114,117.112305,1000.0,77.42857,92.0,92.0,10.0,20.46,1531.0,3.0,0.65465367,7.0,97.0,61.29777,7.0050344,7.0050344,36.294323,4.58625,0.3568787,3.6540885
Al2Bi2O6_161.vasp,56.792023,76.21297,15.9994,0.9300001,0.41904655,1.6,2.7900002,1.61,28.178982,8.528875,16.703,1.1517026,0.41177285,0.432835,1.098,0.22874877,0.675,3.2,1.1661904,1.0,4.0,1.5491934,6.0,2.0,2.0,0.0,2.0,3.2,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.8,1.1661904,2.0,2.0,0.0,0.0,0.0,0.0,2.8,1.1661904,5.0,2.0,328.454,357.02563,933.47,94.0,101.0,101.0,10.0,17.36,2701.8,3.0,0.66332495,10.0,161.0,59.4571,5.4599996,5.459999,11.367521,8.296038,0.181525,2.3526988
Al2Ca2Ga2_12.vasp,45.594177,17.87977,26.981539,1.4499999,0.24832772,1.8,1.4733334,1.0,17.071802,3.740927,11.871719,0.25286236,0.1701498,0.024551,0.8583333,0.20216879,0.675,1.3333334,0.47140452,1.0,1.0,0.4714045,4.0,4.0,2.0,0.0,2.0,0.6666667,0.0,0.6666667,0.4714045,1.0,0.0,0.0,0.0,3.3333333,2.3570228,0.0,5.0,0.0,0.0,0.0,0.0,2.6666667,0.4714045,3.0,2.0,783.7934,348.0181,1115.0,59.0,81.0,16.0,10.0,10.0,1035.0,3.0,0.57735026,6.0,12.0,46.056362,5.742141,7.384945,21.646187,3.497656,0.21123965,3.090505
Al2Ca3Ge2_71.vasp,45.63958,17.916807,26.981539,1.4857142,0.27217937,1.8,1.4628572,1.0,15.020211,2.937884,11.871719,0.48638228,0.5013566,0.024551,0.90142864,0.2097058,0.675,1.7142857,0.45175394,1.0,2.0,0.45175397,4.0,4.0,2.0,0.0,2.0,0.85714287,0.0,0.5714286,0.49487165,1.0,0.0,0.0,0.0,2.5714285,2.2587698,0.0,0.0,0.0,0.0,0.0,0.0,2.857143,0.83299315,4.0,2.0,1090.677,107.13878,1211.4,53.714287,84.0,16.0,10.0,26.2,1336.0,3.0,0.58901507,7.0,12.0,90.0,4.571991,9.754448,24.84077,3.050884,0.3449275,3.3204718
Al2Ca3Si2_71.vasp,32.90972,6.2219143,26.981539,1.4428571,0.314448,1.8,1.4314286,1.0,15.137709,2.9800262,11.871719,0.5311951,0.56856483,0.024551,0.83571434,0.2684137,0.54,1.7142857,0.45175394,1.0,2.0,0.49487168,4.0,3.0,2.0,0.0,2.0,0.85714287,0.0,0.5714286,0.49487165,1.0,0.0,0.0,0.0,2.5714285,2.2587698,0.0,0.0,0.0,0.0,0.0,0.0,2.857143,0.83299315,4.0,2.0,1226.5627,300.74915,1687.0,54.0,85.0,16.0,10.0,26.2,1416.0,3.0,0.58901507,7.0,71.0,90.0,4.532108,9.763915,24.542133,2.2266967,0.35756648,3.3062468
Al2Ca4Pd4_15.vasp,63.995502,34.96799,26.981539,1.53,0.22715631,1.8,1.602,1.0,16.286398,3.611254,11.871719,0.32124385,0.24680717,0.024551,0.9294999,0.18289442,0.675,5.0,4.09878,1.0,2.0,0.74833155,5.0,4.0,1.2,0.97979593,2.0,0.2,0.0,1.0,0.8944272,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.8944272,4.0,2.0,1363.914,384.71884,1828.05,50.0,80.0,16.0,8.56,8.56,1479.0,3.0,0.6,10.0,15.0,60.174545,5.7552724,7.739874,21.72251,4.892024,0.27837467,3.0790172
